A beautiful dinner is going to be made by Sally tonight;Voz pasiva
John will be washing the dishes;Voz activa
The dishes will be being washed by John;Voz pasiva
John is going to be washing the dishes;Voz activa
The dishes are going to be being washed by John;Voz pasiva
They will have completed the project before the deadline;Voz activa
The project will have been completed before the deadline;Voz pasiva
They are going to have completed the project before the deadline;Voz activa
The project is going to have been completed before the deadline;Voz pasiva
The famous artist will have been painting the mural for over six months by the time it is finished;Voz activa
The mural will have been being painted by the famous artist for over six months by the time it is finished;Voz pasiva
The famous artist is going to have been painting the mural for over six months by the time it is finished;Voz activa
The mural is going to have been being painted by the famous artist for over six months by the time it is finished;Voz pasiva
He ate all of the cookies;Voz activa
All of the cookies were eaten.;Voz pasiva
Mark Twain wrote the book;Voz activa
The book was written by Mark Twain.;Voz pasiva
The housekeeper will clean the room.;Voz activa
The room will be cleaned by the housekeeper.;Voz pasiva
Francis builds a house;Voz activa
A house is built by Francis;Voz pasiva
Pierre is making a lemon pie;Voz activa
A lemon pie is being made by Pierre;Voz pasiva
Helen wrote a history book;Voz activa
A history book was written by Helen;Voz pasiva
The doll house was built by Susana;Voz pasiva
The letter will be written by the manager.;Voz pasiva
We were questioned by the police;Voz pasiva
Peter was making dinner;Voz activa
Dinner was being made by Peter;Voz pasiva
Susan will send the email tonight;Voz activa
They buy the house;Voz activa
They are buying the house;Voz activa
They bought the house;Voz activa
They were buying the house;Voz activa
They bought the house;Voz activa
They were buying the house;Voz activa
They have bought the house;Voz activa
They will have bought the house;Voz activa
They have bought the house;Voz activa
They had bought the house;Voz activa
They has to buy the house;Voz activa
They should have bought the house;Voz activa
They will buy the house;Voz activa
They are going to buy the house;Voz activa
They can buy the house;Voz activa
They has to buy the house;Voz activa
They should have bought the house;Voz activa
Charles has signed the contract;Voz activa
The contract has been signed by Charles;Voz pasiva
An emergency call was received by the police late last night.;Voz pasiva
An emergency call was received by Officer Ryan.;Voz pasiva
A young child was taken by a stranger.;Voz pasiva
The victim was found by a neighbor.;Voz pasiva
The child was hugged by her mother.;Voz pasiva
Cambridge University Press published this book.;Voz activa
Edward Barnes designed these houses in the 1880s.;Voz activa
Elders in the Inupiat community tell stories because other members of the community see them as most wise.;Voz activa
Scientists are doing continuous research to improve the set process as well as understand genes.;Voz activa
My professor appreciated my question.;Voz activa
Maneesha ate the apple.;Voz activa
Wind disperses plant seeds.;Voz activa
We have analyzed the results.;Voz activa
The theatre company will perform a Shakespearean play next week.;Voz activa
Officials will not allow schoolchildren to go to school.;Voz activa
Students made mistakes with the passive voice.;Voz activa
The Union Army defeated the Confederacy in 1865.;Voz activa
The Supreme Court declared the National Industrial Recovery Act unconstitutional in 1935.;Voz activa
People drink champagne on New Year’s Eve.;Voz activa
Chefs use these machines to mix the ingredients.;Voz activa
They renovated the restaurant in 2004.;Voz activa
his book was published by Cambridge University Press.;Voz pasiva
These works were made by a Mexican artist.;Voz pasiva
My question was appreciated by the professor.;Voz pasiva
The apple was eaten by Maneesha.;Voz pasiva
Plant seeds are dispersed by wind.;Voz pasiva
The Confederacy was defeated in 1865.;Voz pasiva
Mistakes were made with the passive voice.;Voz pasiva
The National Industrial Recovery Act was declared unconstitutional in 1935.;Voz pasiva
The metropolis has been scorched by the dragon’s fiery breath.;Voz pasiva
The restaurant was renovated in 2004.;Voz pasiva
The students were informed that the class had been cancelled.;Voz pasiva
Pancakes were eaten by the fox.;Voz pasiva
Dinner is being eaten by him.;Voz pasiva
Today a test was taken by the fox.;Voz pasiva
Spanish is spoken by many foxes.;Voz pasiva
Pet foxes are owned by very few people.;Voz pasiva
He bit my hand.;Voz activa
The dog burned the popcorn.;Voz activa
Emilio is writing a book.;Voz activa
I am making a cake.;Voz activa
He opens the door.;Voz activa
We set the table.;Voz activa
She pays a lot of money.;Voz activa
I draw a picture.;Voz activa
They wear blue shoes.;Voz activa
They don't help you.;Voz activa
He doesn't open the book.;Voz activa
You do not write the letter.;Voz activa
The party has already started.;Voz activa
The car is standing at the garage.;Voz activa
The police didn't find the robber last week.;Voz activa
The train is going to arrive late.;Voz activa
The friends have been looking forward to meeting her.;Voz activa
The Government is planning a new road near my house.;Voz activa
My grandfather built this house in 1943.;Voz activa
Picasso was painting Guernica at that time.;Voz activa
The cleaner has cleaned the office.;Voz activa
He had written three books before 1867.;Voz activa
John will tell you later.;Voz activa
By this time tomorrow we will have signed the deal.;Voz activa
Somebody should do the work.;Voz activa
The English established the colonies 200 years ago.;Voz activa
The popcorn was burned by the dog.;Voz pasiva
My hand was bitten.;Voz pasiva
The book was written in by Emilio.;Voz pasiva
The pizza was cooked by my mother.;Voz pasiva
This cake was made with honey.;Voz pasiva
He teaches English. ;Voz activa
The child is eating bananas.;Voz activa
She is writing a letter.;Voz activa
We thanked our sponsors.;Voz activa
Everyone loves my dog.;Voz activa
Radha has painted this picture.;Voz activa
The police arrested the burglar.;Voz activa
We thanked our sponsors.;Voz activa
Bananas are being eaten by the child. ;Voz pasiva
A letter is being written by her.;Voz pasiva
The servant was punished by the master.;Voz pasiva
A book was being written by him.;Voz pasiva
Meal is cooked by someone every day.;Voz pasiva
A blue shirt was worn by him.;Voz pasiva
A house is being built by them.;Voz pasiva
The job has been finished by me.;Voz pasiva
A diamond necklace was bought by her.;Voz pasiva
Please close the door.;Voz activa
Please inform your parents about the fee.;Voz activa
Drink sufficient water daily;Voz activa
Write neatly in your application form.;Voz activa
Pack this gift.;Voz activa
The president made some mistakes.;Voz activa
People know the truth behind lying. ;Voz activa
Students are writing the book.;Voz activa
I threw the book.;Voz activa
She is reading the newspaper in the living room.;Voz activa
You are working very hard.;Voz activa
They are playing in the park.;Voz activa
She is doing the work of two people.;Voz activa
He is speaking German.;Voz activa
The plane is leaving the airport.;Voz activa
He is playing in the park.;Voz activa
They are selling books there.;Voz activa
They are playing chess.;Voz activa
The boy is crying because his toy is broken.;Voz activa
The telephone is ringing.;Voz activa
Someone is knocking the door.;Voz activa
Wine is made. ;Voz pasiva
Grapes are grown.;Voz pasiva
Wine is being made. ;Voz pasiva
Grapes are being grown.;Voz pasiva
Wine has been made. ;Voz pasiva
Grapes have been grown.;Voz pasiva
Wine was made. ;Voz pasiva
Grapes were grown.;Voz pasiva
Wine was being made.;Voz pasiva
Grapes were being grown.;Voz pasiva
Wine had been made. ;Voz pasiva
Grapes had been grown.;Voz pasiva
Wine will be made.;Voz pasiva
Grapes will be grown.;Voz pasiva
Wine will have been made.;Voz pasiva
Grapes will have been grown.;Voz pasiva
You worked very hard last week.;Voz activa
She lived in Japan last year.;Voz activa
They learned how to swim two years ago.;Voz activa
She liked to sit  in the sun.;Voz activa
He always walked to school.;Voz activa
I painted my house last weekend.;Voz activa
Mr. Green worked with my uncle.;Voz activa
I married Kelly last year.;Voz activa
He worked in his garden yesterday.;Voz activa
He studied for his English class.;Voz activa
You watched television every night.;Voz activa
They talked on the phone last week.;Voz activa
She wanted to learn French.;Voz activa
They worked together for many years.;Voz activa
She wished to learn Italian;Voz activa
He lived in Boston.;Voz activa
You studied in my class last semester.;Voz activa
We listened music until ten o’clock last night;Voz activa
She wanted to visit London.;Voz activa
He watched television until twelve o’clock last night;Voz activa
She smoked a lot.;Voz activa
He answered all the questions.;Voz activa
She waited almost an hour for you.;Voz activa
I mentioned it to you many times.;Voz activa
She needed to speak English in order to get a better job.;Voz activa
You arrived ten minutes late.;Voz activa
The employee fixed the mistake.;Voz activa
My car was stolen last night.;Voz pasiva
That house was built in the 1920s.;Voz pasiva
The film “Titanic” was directed by James Cameron.;Voz pasiva
War and Peace was written in 1869.;Voz pasiva
These shoes were made in Italy.;Voz pasiva
The package was delivered yesterday afternoon.;Voz pasiva
That photo was taken by my father.;Voz pasiva
Gold was found in California in 1849.;Voz pasiva
That house was built in the 19th century.;Voz pasiva
He was fired from his job.;Voz pasiva
This song was originally written by Paul Simon.;Voz pasiva
It was recorded in 1971 in a studio in Manhattan.;Voz pasiva
These chickens were raised by my uncle Henry.;Voz pasiva
These shoes were made in Mallorca.;Voz pasiva
Pedro was born in Toledo.;Voz pasiva
This house was built by my mother.;Voz pasiva
Washington was bombed by Pakistan.;Voz pasiva
A letter was written by Tom.;Voz pasiva
The keys were lost by my sister.;Voz pasiva
The lesson was studied by my brother.;Voz pasiva
All of the cookies were eaten.;Voz pasiva
The apple was cut.;Voz pasiva
the room was painted by her;Voz pasiva
that show was given by the actress;Voz pasiva
the dinner was made by melanie;Voz pasiva
You were working very hard yesterday.;Voz activa
They were playing in the park.;Voz activa
She was doing the work of two people.;Voz activa
He was speaking German.;Voz activa
The plane was leaving the airport.;Voz activa
He was playing in the park.;Voz activa
They were selling books there.;Voz activa
They were playing chess.;Voz activa
The boy was crying because his toy is broken.;Voz activa
The telephone was ringing.;Voz activa
He was knocking the door.;Voz activa
They were waiting for you.;Voz activa
It was raining.;Voz activa
He was sleeping.;Voz activa
She was cleaning the room.;Voz activa
She was looking for the book which she lost.;Voz activa
He was taking a bath.;Voz activa
I was fixing the machine.;Voz activa
We were planning a party.;Voz activa
They were eating in the restaurant on the corner.;Voz activa
